,c1,c2,c3,chemical_formula,crystal_structure,depth_nm,id,space_group_shell,structure,structure_,formula_combined,coer_oe,exc_bias_oe,fc_field_t,h_range_max_koe,length_d_nm,mr (emu/g),sat_em_g,shape,space_group_core,temperature_k,ver_shift_emu_g,width_nm
173,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,30.0,174,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1135.5,984.37,2.0,20.0,30.0,0.11700000000000088,1.5850000000000009,1.0,161.0,300.0,0.09200000000000008,30.0
174,Fe1 Bi1 O3,,,['BiFeO3'],trigonal,40.0,175,0,BiFeO3,BiFeO3,Fe1 Bi1 O3,1041.71,-677.0,2.0,20.0,40.0,0.11899999999999977,1.1835000000000022,1.0,161.0,300.0,0.04699999999999993,40.0
175,Sr3 La17 Fe20 O60,,,['La0.85Sr0.15FeO3'],orthorhombic,18.49,176,0,La0.85Sr0.15FeO3,La0.85Sr0.15FeO3,Sr3 La17 Fe20 O60,2812.5,-812.5,0.06000000000000005,15.0,18.490000000000002,17.71,30.0,1.0,62.0,193.0,-0.005999999999999783,18.49
176,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,177,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,569.3430000000001,-124.13999999999993,1.0,20.0,27.0,34.375,122.0,1.0,225.0,5.0,12.0,27.0
177,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,178,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,583.3400000000004,-123.24000000000001,1.0,20.0,27.0,32.07,116.0,1.0,225.0,5.0,6.25,27.0
178,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,179,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,626.8,-148.59500000000003,1.0,20.0,27.0,32.9245,105.0,1.0,225.0,5.0,6.030999999999999,27.0
179,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,180,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,738.96,-183.82,1.0,20.0,27.0,27.919,90.42,1.0,225.0,5.0,5.930999999999999,27.0
180,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,181,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,724.6379999999999,-210.52999999999997,1.0,20.0,27.0,15.923,56.9,1.0,225.0,5.0,3.5,27.0
181,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,182,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,631.5799999999999,-147.35999999999996,1.0,20.0,27.0,6.5,32.0,1.0,225.0,5.0,0.8,27.0
182,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,183,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,222.0,-36.60000000000002,1.0,20.0,27.0,0.6875,9.55,1.0,225.0,5.0,0.11250000000000004,27.0
183,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,184,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,194.72400000000016,-26.442000000000007,1.0,20.0,27.0,0.19099999999999895,4.600000000000001,1.0,225.0,5.0,0.03200000000000003,27.0
184,Co1,Co3 O4,,"['Co', 'Co3O4']","cubic, cubic",27.0,185,227,Co/Co3O4,Co/Co3O4,Co1 Co3 O4,265.0,-21.5,1.0,20.0,27.0,0.05099999999999838,3.0,1.0,225.0,5.0,0.004999999999999893,27.0
185,Mn3 O4,,,['Mn3O4'],tetragonal,30.0,186,0,Mn3O4,Mn3O4,Mn3 O4,1086.0,-1086.0,1.0,20.0,30.0,10.2571,46.00596,1.0,141.0,10.0,2.238,30.0
186,Mn3 O4,,,['Mn3O4'],tetragonal,60.0,187,0,Mn3O4,Mn3O4,Mn3 O4,574.9999999999998,-575.0,1.0,20.0,60.0,17.0812,32.0,1.0,141.0,10.0,2.319,60.0
187,Mn3 O4,,,['Mn3O4'],tetragonal,90.0,188,0,Mn3O4,Mn3O4,Mn3 O4,273.0,-273.0,1.0,20.0,90.0,10.2571,44.9449,1.0,141.0,10.0,2.339,90.0
188,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,189,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,2900.0,-1290.0,7.0,60.0,10.199999999999996,10.912600000000001,27.732699999999998,1.0,227.0,5.0,0.958574,10.200000000000003
189,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,190,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,7035.0,-3430.0,7.0,60.0,10.199999999999996,19.610799999999998,33.6393,1.0,227.0,5.0,1.723,10.200000000000003
190,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,191,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,11200.0,-4020.0,7.0,60.0,10.199999999999996,20.13,33.0,1.0,227.0,5.0,0.0,10.200000000000003
191,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']","cubic, cubic",10.2,192,225,Fe3O4@CoO,Fe3O4@CoO,Fe3 O4 Co1 O1,12700.0,-5100.0,7.0,60.0,10.199999999999996,37.76,59.0,1.0,227.0,5.0,0.0,10.200000000000003
192,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",6.0,193,225,Co/CoO,Co/CoO,Co1 Co1 O1,7619.0,-3773.58,5.0,50.0,6.0,40.7799,65.7824,1.0,194.0,10.0,3.8854,6.0
193,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",6.0,194,225,Co/CoO,Co/CoO,Co1 Co1 O1,6415.09,-5283.0,5.0,50.0,6.0,20.879399999999997,35.6712,1.0,194.0,10.0,1.7324320000000002,6.0
194,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",6.0,195,225,Co/CoO,Co/CoO,Co1 Co1 O1,6037.7,-5283.0,5.0,50.0,6.0,20.879399999999997,35.6712,1.0,194.0,10.0,1.7324320000000002,6.0
195,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",15.0,196,225,Co/CoO,Co/CoO,Co1 Co1 O1,543.7434999999998,-147.76,1.0,5.0,15.0,9.4,40.36,1.0,194.0,5.0,1.632,15.0
196,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",15.0,197,225,Co/CoO,Co/CoO,Co1 Co1 O1,546.7224999999999,-14.700000000000045,1.0,5.0,15.0,8.1,38.0,1.0,194.0,5.0,0.1299999999999999,15.0
197,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",15.0,198,225,Co/CoO,Co/CoO,Co1 Co1 O1,561.4970000000001,177.29700000000003,1.0,5.0,15.0,8.16,38.8,1.0,194.0,5.0,-2.0245,15.0
198,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",45.0,199,225,Co/CoO,Co/CoO,Co1 Co1 O1,241.8499999999999,-54.0,1.0,5.0,45.0,1.4320000000000004,4.5,1.0,194.0,5.0,0.3540000000000001,45.0
199,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",45.0,200,225,Co/CoO,Co/CoO,Co1 Co1 O1,239.6300000000001,-7.740000000000009,1.0,5.0,45.0,1.4789999999999992,4.5,1.0,194.0,5.0,0.022999999999999687,45.0
200,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",45.0,201,225,Co/CoO,Co/CoO,Co1 Co1 O1,241.82859999999982,65.56000000000006,1.0,5.0,45.0,1.4194999999999993,4.5,1.0,194.0,5.0,-0.2549999999999999,45.0
201,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,202,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,580.7197999999996,0.007499999999936335,0.0,50.0,9.399999999999999,2.2140000000000004,13.46,1.0,161.0,329.99999999999994,0.0,9.399999999999999
202,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,203,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,580.7197999999996,0.007499999999936335,0.0,50.0,9.399999999999999,5.4,17.17,1.0,161.0,300.0,0.0,9.399999999999999
203,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,204,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,210.14339999999993,1.1073000000000093,0.0,50.0,9.399999999999999,19.45,35.38,1.0,161.0,200.0,0.0,9.399999999999999
204,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,205,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,284.6918000000005,-4.870000000000118,0.0,50.0,9.399999999999999,33.184,56.312,1.0,161.0,5.0,0.0,9.399999999999999
205,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,206,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,191.2800000000002,-1.4600000000000364,0.0009999999999998899,44.0,9.399999999999999,13.9,42.0254,1.0,161.0,4.0,0.0,9.399999999999999
206,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,207,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,168.82900000000018,-12.299999999999955,0.009999999999999787,44.0,9.399999999999999,13.9,42.0254,1.0,161.0,4.0,0.0,9.399999999999999
207,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],trigonal,9.4,208,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,Sr33 La67 Mn100 O300,198.9699999999998,-25.0,0.10000000000000009,44.0,9.399999999999999,15.658,42.0254,1.0,161.0,4.0,1.579,9.399999999999999
208,Ni1 O1,,,['NiO'],cubic,5.9,209,0,NiO,NiO,Ni1 O1,100.19999999999982,2560.0,1.0,10.0,5.900000000000006,0.10000000000000142,58.837999999999994,1.0,225.0,10.0,0.61,5.899999999999999
209,Ni1 O1,,,['NiO'],cubic,11.6,210,0,NiO,NiO,Ni1 O1,77.30000000000018,2120.0,1.0,10.0,11.600000000000001,0.015999999999998238,63.986000000000004,1.0,225.0,10.0,0.52,11.600000000000001
210,Ni1 O1,,,['NiO'],cubic,24.7,211,0,NiO,NiO,Ni1 O1,64.5,180.0,1.0,10.0,24.699999999999996,0.0019999999999988916,32.54,1.0,225.0,10.0,0.08000000000000007,24.7
211,Ni1 O1,,,['NiO'],cubic,29.4,212,0,NiO,NiO,Ni1 O1,61.90000000000009,390.0,1.0,10.0,29.4,0.011749999999999261,32.54,1.0,225.0,10.0,0.040000000000000036,29.4
212,Ni1 O1,,,['NiO'],cubic,34.9,213,0,NiO,NiO,Ni1 O1,55.90000000000009,190.0,1.0,10.0,34.900000000000006,0.012000000000000455,32.54,1.0,225.0,10.0,0.030000000000000027,34.9
213,Ni1 O1,,,['NiO'],cubic,36.8,214,0,NiO,NiO,Ni1 O1,49.80000000000018,110.0,1.0,10.0,36.8,0.012000000000000455,21.979999999999997,1.0,225.0,10.0,0.009999999999999787,36.8
214,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']",cubic,17.2,215,141,Mn3O4,Mn3O4,Mn1 O1 Mn3 O4,2619.5748,-490.0,5.0,20.0,17.199999999999996,33.9266,58.236,1.0,225.0,10.0,2.2676000000000003,17.2
215,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']","cubic, cubic",25.0,216,141,MnO@Mn3O4,MnO@Mn3O4,Mn1 O1 Mn3 O4,3112.3599999999997,-3600.0,5.0,20.0,25.0,62.6463,126.78000000000002,1.0,225.0,10.0,35.3654,25.0
216,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']","cubic, tetrahedral",9.0,217,92,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,Fe3 O4 Fe2 O3,249.0,5.0,1.0,3.0,9.000000000000007,21.27,65.32,1.0,227.0,2.0,0.0,9.0
217,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']","cubic, tetrahedral",9.0,218,92,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,Fe3 O4 Fe2 O3,247.0,5.0,1.0,3.0,9.000000000000007,22.22,64.54,1.0,227.0,2.0,0.0,9.0
218,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']","cubic, tetrahedral",11.0,219,92,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,Fe3 O4 Fe2 O3,234.0,-20.0,3.0,2.0,11.0,32.89,96.0,1.0,227.0,2.0,0.0,11.0
219,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']","cubic, tetrahedral",11.0,220,92,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,Fe3 O4 Fe2 O3,35.0,6.0,3.0,1.0,11.0,4.289999999999999,77.27,1.0,227.0,300.0,0.0,11.0
220,Co3 O4,,,['Co3O4'],cubic ,40.0,221,0,Co3O4,Co3O4,Co3 O4,66.59999999999991,0.0,0.0,60.0,40.0,0.010259999999998826,3.5,3.0,227.0,2.0,0.0,40.0
221,Co3 O4,,,['Co3O4'],cubic ,35.0,222,0,Co3O4,Co3O4,Co3 O4,134.375,-34.375,1.0,60.0,35.0,0.013040000000000163,3.5,3.0,227.0,2.0,0.0,35.0
222,Co3 O4,,,['Co3O4'],cubic ,35.0,223,0,Co3O4,Co3O4,Co3 O4,127.0,40.0,1.0,60.0,35.0,0.021699999999999164,3.5,3.0,227.0,2.0,0.0,35.0
223,La1 Fe1 O3,,,['LaFeO3'],orthorhombic,24.87,224,0,LaFeO3,LaFeO3,La1 Fe1 O3,290.0,-100.0,0.0,20.0,24.869999999999997,0.013310000000000599,0.22717999999999705,1.0,62.0,300.0,0.004375000000000018,24.87
224,Ni1 O1,,,['NiO'],cubic,22.2,225,0,NiO,NiO,Ni1 O1,3769.0,0.0,7.0,80.0,22.199999999999996,0.6300000000000008,5.320000000000004,1.0,225.0,2.0,0.0,22.2
225,Fe1 Ni99 O100,,,['Ni0.99Fe0.01O'],cubic,19.7,226,0,Ni0.99Fe0.01O,Ni0.99Fe0.01O,Fe1 Ni99 O100,1922.0,-284.89200000000005,7.0,80.0,19.700000000000003,0.08999999999999986,1.8044000000000011,1.0,227.0,2.0,0.012400000000000189,19.7
226,Fe1 Ni49 O50,,,['Ni0.98Fe0.02O'],cubic,18.6,227,0,Ni0.98Fe0.02O,Ni0.98Fe0.02O,Fe1 Ni49 O50,2110.0,454.5400000000001,7.0,80.0,18.6,0.08999999999999986,1.368000000000002,1.0,227.0,2.0,0.0,18.6
227,Fe1 Ni24 O25,,,['Ni0.96Fe0.04O'],cubic,15.2,228,0,Ni0.96Fe0.04O,Ni0.96Fe0.04O,Fe1 Ni24 O25,4354.1,0.0,7.0,70.0,15.199999999999996,0.5299999999999994,3.5,1.0,227.0,2.0,0.0,15.200000000000003
228,Fe3 Ni97 O100,,,['Ni0.97Fe0.03O'],cubic,12.2,229,0,Ni0.97Fe0.03O,Ni0.97Fe0.03O,Fe3 Ni97 O100,1657.0,-1879.0,7.0,80.0,12.199999999999989,0.019999999999999574,0.3999999999999986,1.0,227.0,2.0,0.062000000000000055,12.200000000000003
229,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",16.0,230,225,Co/CoO,Co/CoO,Co1 Co1 O1,1333.0,-631.7,5.0,40.0,16.0,15.3,100.6,1.0,164.0,5.0,4.68,16.0
230,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",200.0,231,225,Co/CoO,Co/CoO,Co1 Co1 O1,523.7999999999997,-456.2,5.0,40.0,200.0,4.679999999999998,76.1,1.0,164.0,5.0,2.7,200.0
231,Co1,Co1 O1,,"['Co', 'CoO']","hexagonal, cubic",300.0,232,225,Co/CoO,Co/CoO,Co1 Co1 O1,523.7999999999997,47.60000000000002,5.0,40.0,300.00000000000006,4.679999999999998,74.6,2.0,164.0,5.0,-0.8500000000000001,300.0
232,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],orthorhombic,0.0,233,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,Cr5 Ag1 O8,7.193499999999858,0.0,0.0,25.0,93.1,9.999999999976694e-05,0.31208999999999776,6.0,62.0,300.0,0.0,39.5
233,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],orthorhombic,0.0,234,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,Cr5 Ag1 O8,663.75,0.0,2.0,25.0,93.1,0.1479999999999997,0.5653199999999998,6.0,62.0,200.0,-0.18749999999999978,39.5
234,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],orthorhombic,0.0,235,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,Cr5 Ag1 O8,1507.0,-2173.9,2.0,25.0,93.1,0.1739999999999995,0.7849099999999964,6.0,62.0,100.0,-0.12499999999999978,39.5
235,Cr1 Ag1 O2,,,['AgCrO2'],trigonal,0.0,236,0,AgCrO2,AgCrO2,Cr1 Ag1 O2,32.09299999999985,0.0,0.0,25.0,120.9,0.0002999999999993008,0.18977999999999895,6.0,160.0,300.0,0.0,58.75
236,Cr1 Ag1 O2,,,['AgCrO2'],trigonal,0.0,237,0,AgCrO2,AgCrO2,Cr1 Ag1 O2,0.0,0.0,2.0,25.0,120.9,0.006000000000000227,0.31956000000000273,6.0,160.0,200.0,-0.12499999999999978,58.75
237,Cr1 Ag1 O2,,,['AgCrO2'],trigonal,0.0,238,0,AgCrO2,AgCrO2,Cr1 Ag1 O2,3032.9,0.0,2.0,25.0,120.9,0.012000000000000455,0.15146000000000015,6.0,160.0,100.0,-0.047900000000000054,58.75
238,Fe2 Co1 O4,,,['CoFe2O4'],cubic,37.0,239,0,CoFe2O4,CoFe2O4,Fe2 Co1 O4,860.0,0.0,0.0,60.0,37.0,39.3,77.6,1.0,227.0,300.0,0.0,37.0
239,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,240,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,620.0,0.0,0.0,60.0,27.0,22.0,76.0,1.0,227.0,300.0,0.0,27.0
240,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,241,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,2400.0,0.0,7.0,15.0,27.0,56.39999999999999,88.8,1.0,227.0,5.0,0.0,27.0
241,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,242,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,4300.0,-280.0,7.0,15.0,27.0,48.0,83.20000000000002,1.0,227.0,5.0,0.0,27.0
242,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,243,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,4290.0,-300.0,3.0,50.0,27.0,45.5,80.70000000000002,1.0,227.0,5.0,0.0,27.0
243,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,244,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,4240.0,-300.0,5.0,50.0,27.0,45.4,81.0,1.0,227.0,5.0,0.0,27.0
244,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']","cubic, cubic",27.0,245,225,CoFe2O4/CoO,CoFe2O4/CoO,Fe2 Co1 O4 Co1 O1,4240.0,-280.0,7.0,50.0,27.0,45.4,83.8,1.0,227.0,5.0,0.0,27.0
245,Ni1 O1,,,['NiO'],cubic,16.6,246,0,NiO,NiO,Ni1 O1,769.23,45.0,2.0,1.0,16.599999999999994,0.028300000000001546,17.8,1.0,225.0,25.0,-0.0010229999999999961,16.599999999999998
246,Ni1 O1,,,['NiO'],cubic,16.6,247,0,NiO,NiO,Ni1 O1,861.53,-48.0,2.0,1.0,16.599999999999994,0.03160000000000096,17.8,1.0,225.0,25.0,0.0018599999999999728,16.599999999999998
247,Ni1 O1,,,['NiO'],cubic,19.5,248,0,NiO,NiO,Ni1 O1,193.0,24.0,2.0,0.29999999999999716,19.5,0.011099999999999,17.8,1.0,225.0,25.0,-0.0011099999999999444,19.5
248,Ni1 O1,,,['NiO'],cubic,19.5,249,0,NiO,NiO,Ni1 O1,190.0,-21.0,2.0,0.29999999999999716,19.5,0.010925000000000296,17.8,1.0,225.0,25.0,0.0010185000000000333,19.5
249,Ni1 O1,,,['NiO'],cubic,29.0,250,0,NiO,NiO,Ni1 O1,75.4699999999998,10.0,2.0,0.20000000000000284,29.0,0.0011624999999995111,17.8,1.0,225.0,25.0,-0.0001875000000000071,29.0
250,Ni1 O1,,,['NiO'],cubic,29.0,251,0,NiO,NiO,Ni1 O1,71.69999999999982,-14.0,2.0,0.20000000000000284,29.0,0.0011100000000006105,17.8,1.0,225.0,25.0,0.0003111000000000086,29.0
251,Ni1 O1,,,['NiO'],cubic,31.0,252,0,NiO,NiO,Ni1 O1,3.800000000000182,-1.5,2.0,0.20000000000000284,31.0,7.775000000265209e-06,17.8,1.0,225.0,25.0,-0.00019818000000038083,31.0
252,Ni1 O1,,,['NiO'],cubic,31.0,253,0,NiO,NiO,Ni1 O1,3.800000000000182,-12.0,2.0,0.20000000000000284,31.0,5.654999998938592e-06,17.8,1.0,225.0,25.0,-0.00019818000000038083,31.0
253,Ni1 O1,,,['NiO'],cubic,54.0,254,0,NiO,NiO,Ni1 O1,24528.0,-3.0,2.0,0.20000000000000284,54.0,0.0012499999999988631,50.0424,1.0,225.0,25.0,-0.00020799999999998597,54.0
254,Ni1 O1,,,['NiO'],cubic,54.0,255,0,NiO,NiO,Ni1 O1,16981.0,3.0,2.0,0.20000000000000284,54.0,9.000000000014552e-05,43.64,1.0,225.0,25.0,0.0,54.0
255,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']","cubic, cubic",14.8,256,227,CoO/NiFe2O4,CoO/NiFe2O4,Co1 O1 Fe2 Ni1 O4,7412.0,-168.0,0.004999999999999893,25.0,14.800000000000004,19.8,24.6,1.0,227.0,5.0,0.0,14.799999999999997
256,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']","cubic, cubic",18.1,257,227,CoO/NiFe2O4,CoO/NiFe2O4,Co1 O1 Fe2 Ni1 O4,6052.0,-520.0,0.004999999999999893,25.0,18.1,9.1,10.399999999999999,1.0,227.0,5.0,0.0,18.100000000000005
257,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']","cubic, cubic",12.5,258,227,CoO/NiFe2O4,CoO/NiFe2O4,Co1 O1 Fe2 Ni1 O4,9624.0,-632.0,0.004999999999999893,25.0,12.5,7.9,8.3,1.0,227.0,5.0,0.0,12.5
258,Ni1 O1,,,['NiO'],cubic,2.0,259,0,NiO,NiO,Ni1 O1,0.2699999999999818,0.0,0.0,80.0,2.0,1.8000000000000007,53.0,1.0,225.0,2.0,0.0,2.0
259,Ni1 O1,,,['NiO'],cubic,2.0,260,0,NiO,NiO,Ni1 O1,275.8600000000001,0.0,0.0,80.0,2.0,1.3499999999999996,50.86,1.0,225.0,5.0,0.0,2.0
260,Ni1 O1,,,['NiO'],cubic,2.0,261,0,NiO,NiO,Ni1 O1,275.8600000000001,0.0,0.0,80.0,2.0,1.3499999999999996,66.0,1.0,225.0,5.0,0.0,2.0
261,Ni1 O1,,,['NiO'],cubic,4.0,262,0,NiO,NiO,Ni1 O1,2.0399999999999636,0.0,0.0,80.0,4.0,0.3000000000000007,5.880000000000003,1.0,225.0,2.0,0.0,4.0
262,Ni1 O1,,,['NiO'],cubic,4.0,263,0,NiO,NiO,Ni1 O1,0.6799999999998363,0.0,0.0,80.0,4.0,0.08999999999999986,5.68,1.0,225.0,20.000000000000007,0.0,4.0
263,Ni1 O1,,,['NiO'],cubic,4.0,264,0,NiO,NiO,Ni1 O1,2482.75,-827.586,8.0,80.0,4.0,0.2950000000000017,5.7400000000000055,1.0,225.0,5.0,0.1100000000000001,4.0
