,c1,c2,c3,chemical_formula,coer_oe,crystal_structure,depth_nm,exc_bias_oe,fc_field_t,h_range_max_koe,id,length_d_nm,mr (emu/g),sat_em_g,shape,space_group_core,space_group_shell,structure,structure_,temperature_k,ver_shift_emu_g,width_nm,orig_c1,orig_c2,formula_combined
87,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",19.88,"tetragonal, cubic",12.9,-0.6585,1.0,40.0,88,12.9,1.438,46.11,,p42/mnm,p4132,TiO2/Fe2O3,TiO2/Fe2O3,300.0,-0.139,12.9,TiO2,Fe2O3,Ti1 O2 Fe2 O3
88,Ti1 O2,Fe2 O3,,"['TiO2', 'Fe2O3']",20.814,"tetragonal, cubic",12.9,-0.659,2.0,60.0,89,12.9,1.5775,45.78,,p42/mnm,p4132,TiO2/Fe2O3,TiO2/Fe2O3,300.0,-0.0695,12.9,TiO2,Fe2O3,Ti1 O2 Fe2 O3
89,Fe3 O4,,,['Fe3O4'],624.1,cube,15.0,-15.0,3.0,20.0,90,15.0,33.04,57.0,sphere,fd-3m,0,Fe3O4,Fe3O4,5.0,3.8,15.0,Fe3O4,,Fe3 O4
90,Fe13 Co2 O20,,,['Co0.4Fe2.6O4'],8336.0,cube,16.8,-52.0,3.0,20.0,91,16.8,43.5,55.0,quasi-spherical,fd-3m,0,Co0.4Fe2.6O4,CoFe6.5O10,5.0,2.15,16.8,Co0.4Fe2.6O4,,Fe13 Co2 O20
91,Fe23 Co7 O40,,,['Co0.7Fe2.3O4'],10760.0,cube,18.6,-70.0,3.0,20.0,92,18.6,36.47,51.0,quasi-spherical,fd-3m,0,Co0.7Fe2.3O4,CoFe3.22O5.6,5.0,0.0,18.6,Co0.7Fe2.3O4,,Fe23 Co7 O40
92,Fe2 Co1 O4,,,['CoFe2O4'],14563.0,cube,20.0,-20.0,3.0,20.0,93,20.0,32.22,45.0,quasi-spherical,fd-3m,0,CoFe2O4,CoFe2O4,5.0,2.48,20.0,CoFe2O4,,Fe2 Co1 O4
93,Fe1 Bi1 O3,,,['BiFeO3'],1219.58,trigonal,18.0,-1219.58,6.5,50.0,94,18.0,0.0485,1.259,sphere,r3c,0,BiFeO3,BiFeO3,10.0,0.0485,18.0,BiFeO3,,Fe1 Bi1 O3
94,Fe1 Bi1 O3,,,['BiFeO3'],429.82,trigonal,18.0,-1182.0,6.5,50.0,95,18.0,0.0105,0.8455,sphere,r3c,0,BiFeO3,BiFeO3,130.0,0.031,18.0,BiFeO3,,Fe1 Bi1 O3
95,Fe1 Bi1 O3,,,['BiFeO3'],1500.0,trigonal,18.0,342.15,6.5,50.0,96,18.0,0.025,0.646,sphere,r3c,0,BiFeO3,BiFeO3,300.0,0.006,18.0,BiFeO3,,Fe1 Bi1 O3
96,Fe1 Bi1 O3,,,['BiFeO3'],1361.93,trigonal,18.0,0.0,0.0,50.0,97,18.0,0.057,1.24,sphere,r3c,0,BiFeO3,BiFeO3,10.0,0.0,18.0,BiFeO3,,Fe1 Bi1 O3
97,Fe1 Bi1 O3,,,['BiFeO3'],901.82,trigonal,18.0,0.0,0.0,50.0,98,18.0,0.025,0.84,sphere,r3c,0,BiFeO3,BiFeO3,130.0,0.0,18.0,BiFeO3,,Fe1 Bi1 O3
98,Fe1 Bi1 O3,,,['BiFeO3'],2309.79,trigonal,18.0,0.0,0.0,50.0,99,18.0,0.039,0.672,sphere,r3c,0,BiFeO3,BiFeO3,300.0,0.0,18.0,BiFeO3,,Fe1 Bi1 O3
99,Fe7 Co3,,,['Fe0.7Co0.3'],3999.6,cubic,45.0,-0.1,,30.0,100,45.0,34.3,63.0,cube,im-3m,0,FeCo,FeCo,10.0,,45.0,Fe0.7Co0.3,,Fe7 Co3
100,Fe7 Co3,,,['Fe0.7Co0.3'],1299.65,cubic,48.0,399.95,,30.0,101,48.0,28.0,59.95,cube,im-3m,0,FeCo,FeCo,150.0,,48.0,Fe0.7Co0.3,,Fe7 Co3
101,Fe7 Co3,,,['Fe0.7Co0.3'],849.7,cubic,51.0,49.9,,30.0,102,51.0,22.25,55.4,cube,im-3m,0,FeCo,FeCo,300.0,,51.0,Fe0.7Co0.3,,Fe7 Co3
102,Fe1 Co1,,,['Fe0.5Co0.5'],2899.7,cubic,45.0,0.0,,30.0,103,45.0,39.33,97.3,cube,im-3m,0,FeCo,FeCo,10.0,,45.0,Fe0.5Co0.5,,Fe1 Co1
103,Fe1 Co1,,,['Fe0.5Co0.5'],1499.0,cubic,48.0,0.0,,30.0,104,48.0,32.0,97.45,cube,im-3m,0,FeCo,FeCo,150.0,,48.0,Fe0.5Co0.5,,Fe1 Co1
104,Fe1 Co1,,,['Fe0.5Co0.5'],799.65,cubic,51.0,0.05,,30.0,105,51.0,21.0,90.95,cube,im-3m,0,FeCo,FeCo,300.0,,51.0,Fe0.5Co0.5,,Fe1 Co1
105,Fe3 Co7,,,['Fe0.3Co0.7'],3999.65,cubic,45.0,0.05,,30.0,106,45.0,21.6,18.3,cube,im-3m,0,FeCo,FeCo,10.0,,45.0,Fe0.3Co0.7,,Fe3 Co7
106,Fe3 Co7,,,['Fe0.3Co0.7'],2299.75,cubic,48.0,99.95,,30.0,107,48.0,18.0,13.0,cube,im-3m,0,FeCo,FeCo,150.0,,48.0,Fe0.3Co0.7,,Fe3 Co7
107,Fe3 Co7,,,['Fe0.3Co0.7'],1099.75,cubic,51.0,-0.05,,30.0,108,51.0,11.7,10.85,cube,im-3m,0,FeCo,FeCo,300.0,,51.0,Fe0.3Co0.7,,Fe3 Co7
108,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",1804.3,"cubic, cubic",20.0,-1804.0,7.0,60.0,109,20.0,7.735,24.75,cube,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,5.0,7.735,20.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
109,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",1620.97,"cubic, cubic",16.0,-781.28,7.0,60.0,110,16.0,10.5,25.45,sphere,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,5.0,3.74,16.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
110,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",2044.82,"cubic, cubic",25.0,-1022.0,7.0,60.0,111,25.0,7.1,19.21,octopod,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,5.0,3.717,25.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
111,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",681.83,"cubic, cubic",14.0,-471.0,0.1,52.5,112,14.0,10.0,20.0,octahedral ,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,20.0,0.0,14.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
112,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",2762.0,"cubic, cubic",32.0,-2762.0,1.0,20.0,113,32.0,6.795,54.36,cubic,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,2.0,3.125,32.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
113,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",2396.15,"cubic, cubic",35.0,-2250.0,1.0,20.0,114,35.0,9.495,31.729,cubic,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,2.0,2.0,35.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
114,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",959.2,"cubic, cubic",35.0,-583.0,1.0,20.0,115,35.0,13.638,44.14,triangle,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,2.0,7.934,35.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
115,Fe1,Fe3 O4,,"['Fe', 'Fe3O4']",1897.0,"cubic, orthorhombic",13.8,-1190.0,1.0,10.0,116,13.8,28.9,31.0,sphere,im-3m,pnma,Fe/Fe3O4,Fe/Fe3O4,5.0,,13.8,Fe,Fe3O4,Fe1 Fe3 O4
116,Fe3 O4,,,['Fe3O4'],862.0,cubic,16.0,-133.0,1.0,10.0,117,16.0,76.8,84.0,sphere,pnma,0,Fe3O4,Fe3O4,5.0,,16.0,Fe3O4,,Fe3 O4
117,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",1361.79,"cubic,  cubic",15.0,-20.0,5.0,60.0,118,15.0,,15.1225,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,30.0,,15.0,Fe,Fe2O3,Fe1 Fe2 O3
118,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",2544.74,"cubic,  cubic",10.0,-1071.526,5.0,60.0,119,10.0,,15.2465,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,15.0,,10.0,Fe,Fe2O3,Fe1 Fe2 O3
119,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",2545.0,"cubic,  cubic",8.0,-2188.0,5.0,60.0,120,8.0,,15.2465,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,10.0,,8.0,Fe,Fe2O3,Fe1 Fe2 O3
120,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",,"cubic,  cubic",15.0,-1600.0,1.0,60.0,121,15.0,,,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,,15.0,Fe,Fe2O3,Fe1 Fe2 O3
121,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",,"cubic,  cubic",10.0,-3500.0,1.0,60.0,122,10.0,,,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,,10.0,Fe,Fe2O3,Fe1 Fe2 O3
122,Fe1 O1,Fe3 O4,,"['FeO', 'Fe3O4']",1538.46,"cubic,  cubic",18.0,-1000.0,0.0,50.0,123,18.0,16.23,38.9,octahedral ,fm-3m,fd-3m,FeO/Fe3O4,FeO/Fe3O4,300.0,,18.0,FeO,Fe3O4,Fe1 O1 Fe3 O4
123,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",10873.37,"cubic,  cubic",11.3,-22459.0,7.0,10.0,124,11.3,0.9845,0.989,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,2.046,11.3,Fe,Fe2O3,Fe1 Fe2 O3
124,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",14972.9325,"cubic,  cubic",11.3,-18003.0,9.0,10.0,125,11.3,1.3525,5.227,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,1.957,11.3,Fe,Fe2O3,Fe1 Fe2 O3
125,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",,"cubic,  cubic",17.9,-140.0,2.0,20.0,126,17.9,,,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,,17.9,Fe,Fe2O3,Fe1 Fe2 O3
126,Fe1,Fe2 O3,,"['Fe', 'Fe2O3']",1359.636,"cubic,  cubic",23.3,-964.9,1.36,20.0,127,23.3,7.2,20.862,sphere,im-3m,p4332,Fe/γ-Fe2O3,Fe/γ-Fe2O3,5.0,4.79,23.3,Fe,Fe2O3,Fe1 Fe2 O3
127,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],933.92,orthorhombic,,-932.0,0.1,15.0,128,,0.78,7.538,,pnma,0,La2FeMnO6,La2FeMnO6,15.0,-0.01,,La2FeMnO6,,La2 Mn1 Fe1 O6
128,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],206.0,orthorhombic,,-865.6,0.1,15.0,129,,0.5365,5.942,,pnma,0,La2FeMnO6,La2FeMnO6,50.0,-0.0315,,La2FeMnO6,,La2 Mn1 Fe1 O6
129,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],176.327,orthorhombic,,-122.374,0.1,15.0,130,,0.222,20.87,,pnma,0,La2FeMnO6,La2FeMnO6,100.0,-0.02,,La2FeMnO6,,La2 Mn1 Fe1 O6
130,La2 Mn1 Fe1 O6,,,['La2FeMnO6'],919.3,orthorhombic,,-510.4,0.1,15.0,131,,,,,pnma,0,La2FeMnO6,La2FeMnO6,250.0,,,La2FeMnO6,,La2 Mn1 Fe1 O6
131,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']",107.0,"triclinic,cubic ",40.0,-13.0,2.0,10.0,132,40.0,,,sphere,p1,fd-3m,FeVO4-Fe3O4,FeVO4-Fe3O4,5.0,,40.0,FeVO4,Fe3O4,V1 Fe1 O4 Fe3 O4
132,V1 Fe1 O4,Fe3 O4,,"['FeVO4', 'Fe3O4']",450.0,"triclinic,cubic ",40.0,-78.0,2.0,10.0,133,40.0,,,sphere,p1,fd-3m,FeVO4-Fe3O4,FeVO4-Fe3O4,5.0,,40.0,FeVO4,Fe3O4,V1 Fe1 O4 Fe3 O4
133,La1 Fe1 O3,,,['LaFeO3'],5250.0,cubic,44.0,-650.0,0.0,20.0,134,44.0,0.00091,0.0025,sphere,pm-3m,0,LaFeO3,LaFeO3,300.0,,44.0,LaFeO3,,La1 Fe1 O3
134,La1 Fe1 O3,,,['LaFeO3'],4750.0,cubic,49.0,-254.0,0.0,20.0,135,49.0,0.000363,0.0035,sphere,pm-3m,0,LaFeO3,LaFeO3,300.0,,49.0,LaFeO3,,La1 Fe1 O3
135,La1 Fe1 O3,,,['LaFeO3'],1750.0,cubic,64.0,-250.0,0.0,20.0,136,64.0,0.000227,0.0035,sphere,pm-3m,0,LaFeO3,LaFeO3,300.0,,64.0,LaFeO3,,La1 Fe1 O3
136,La1 Fe1 O3,,,['LaFeO3'],1000.0,cubic,44.0,-2275.0,8.0,20.0,137,44.0,,,sphere,pm-3m,0,LaFeO3,LaFeO3,10.0,,44.0,LaFeO3,,La1 Fe1 O3
137,La1 Fe1 O3,,,['LaFeO3'],1125.0,cubic,49.0,-2120.0,8.0,20.0,138,49.0,,,sphere,pm-3m,0,LaFeO3,LaFeO3,10.0,,49.0,LaFeO3,,La1 Fe1 O3
138,La1 Fe1 O3,,,['LaFeO3'],750.0,cubic,64.0,-800.0,8.0,20.0,139,64.0,,,sphere,pm-3m,0,LaFeO3,LaFeO3,10.0,,64.0,LaFeO3,,La1 Fe1 O3
139,La1 Fe1 O3,,,['LaFeO3'],5275.5,orthorhombic,37.86,-511.81,,10.0,140,37.86,0.0037,0.0045,sphere,pnma,0,LaFeO3,LaFeO3,300.0,0.0,37.86,LaFeO3,,La1 Fe1 O3
140,La1 Fe1 O3,,,['LaFeO3'],1063.17,orthorhombic,43.0,-1972.0,0.8,10.0,141,43.0,0.00225,0.0047,sphere,pnma,0,LaFeO3,LaFeO3,10.0,0.000145,43.0,LaFeO3,,La1 Fe1 O3
141,Au1,Fe3 O4,,"['Au', 'Fe3O4']",3257.5,"cubic, cubic",11.9,-1814.6,5.0,60.0,142,11.9,,,sphere,fm-3m,fd-3m,Au-Fe3O4,Au-Fe3O4,2.0,,11.9,Au,Fe3O4,Au1 Fe3 O4
142,Au1,Fe3 O4,,"['Au', 'Fe3O4']",,"cubic, cubic",11.9,-1350.0,5.0,60.0,143,11.9,,,sphere,fm-3m,fd-3m,Au-Fe3O4,Au-Fe3O4,2.0,,11.9,Au,Fe3O4,Au1 Fe3 O4
143,Au1,Fe3 O4,,"['Au', 'Fe3O4']",502.31,"cubic, cubic",10.5,-502.0,5.0,60.0,144,10.5,,,sphere,fm-3m,fd-3m,Au-Fe3O4,Au-Fe3O4,100.0,,10.5,Au,Fe3O4,Au1 Fe3 O4
144,Fe3 O4,,,['Fe3O4'],181.0,cubic,9.8,-181.0,5.0,60.0,145,9.8,,,sphere,fd-3m,0,Fe3O4,Fe3O4,200.0,,9.8,Fe3O4,,Fe3 O4
145,Gd1 Ti1 Fe9 Bi9 O30,,,['Bi0.9Gd0.1Fe0.9Ti0.1O3'],6000.0,hexagonal,12.0,-79.0,6.0,30.0,146,12.0,0.8,2.6,sphere,,0,Bi0.9Gd0.1Fe0.9Ti0.1O3,Bi0.9Gd0.1Fe0.9Ti0.1O3,150.0,0.006,12.0,Bi0.9Gd0.1Fe0.9Ti0.1O3,,Gd1 Ti1 Fe9 Bi9 O30
146,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],6088.8,orthorhombic,89.0,-149.24,0.2,70.0,147,89.0,1.0,29.4,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,2.0,0.0,89.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
147,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],8899.6785,orthorhombic,89.0,-30.67,5.0,70.0,148,89.0,1.7,21.626,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,8.0,0.0,89.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
148,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],6342.6,orthorhombic,90.0,-402.9,5.0,70.0,149,90.0,2.536,20.4,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,10.0,0.0,90.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
149,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],2142.85,orthorhombic,89.0,,5.0,70.0,150,89.0,3.33,13.44,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,50.0,0.0,89.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
150,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],2144.5,orthorhombic,89.0,,5.0,70.0,151,89.0,3.768,10.1,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,75.0,0.0,89.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
151,Sr11 Nd39 Co50 Cu97 O150,,,['Nd0.78Sr0.22CoO3'],1458.4,orthorhombic,89.0,,5.0,70.0,152,89.0,3.768,8.6,sphere,pnma,0,Nd0.78Sr0.22CoO3,Nd0.78Sr0.22CoO3,100.0,0.0,89.0,Nd0.78Sr0.22CoO3,,Sr11 Nd39 Co50 Cu97 O150
152,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",20800.0,"cubic, cubic",6.74,-2800.0,10.0,45.0,153,6.74,,,sphere,fd-3m,fm-3m,Fe3O4/CoO,Fe3O4/CoO,5.0,,6.74,Fe3O4,CoO,Fe3 O4 Co1 O1
153,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",17600.0,"cubic, cubic",6.74,-2600.0,10.0,45.0,154,6.74,,,sphere,fd-3m,fm-3m,Fe3O4/CoO,Fe3O4/CoO,5.0,,6.74,Fe3O4,CoO,Fe3 O4 Co1 O1
154,Fe2 Co1 O4,,,['CoFe2O4'],9460.0,cubic,9.3,0.0,0.0,60.0,155,9.3,48.0,86.9,sphere,fd-3m,0,CoFe2O4,CoFe2O4,5.0,0.0,9.3,CoFe2O4,,Fe2 Co1 O4
155,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",11900.0,"cubic, cubic",12.4,0.0,0.0,60.0,156,12.4,30.0,55.3,sphere,fd-3m,fm-3m,CoFe2O4-CoO,CoFe2O4-CoO,5.0,0.0,12.4,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
156,Fe2 Co1 O4,,,['CoFe2O4'],9470.0,cubic,9.3,0.0,7.0,60.0,157,9.3,48.0,86.9,sphere,fd-3m,0,CoFe2O4,CoFe2O4,5.0,0.0,9.3,CoFe2O4,,Fe2 Co1 O4
157,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",13950.0,"cubic, cubic",12.4,-3650.0,7.0,60.0,158,12.4,39.1,55.7,sphere,fd-3m,fm-3m,CoFe2O4-CoO,CoFe2O4-CoO,5.0,0.0,12.4,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
158,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",14.0,"cubic, cubic",12.6,,0.0,80.0,159,12.6,0.0003,0.025,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,300.0,,12.6,Cu0.98,Fe0.02O,Cu98 Fe1 O50
159,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",17.0,"cubic, cubic",7.9,,0.0,80.0,160,7.9,0.0022,0.172,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,300.0,,7.9,Cu0.96,Fe0.04O,Cu96 Fe1 O25
160,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",761.0,"cubic, cubic",12.6,,,80.0,161,12.6,0.012,0.115,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,10.0,,12.6,Cu0.98,Fe0.02O,Cu98 Fe1 O50
161,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",995.0,"cubic, cubic",7.9,,,80.0,162,7.9,0.082,0.344,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,10.0,,7.9,Cu0.96,Fe0.04O,Cu96 Fe1 O25
162,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",91.0,"cubic, cubic",12.6,-249.0,,80.0,163,12.6,0.0386,,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,100.0,,12.6,Cu0.98,Fe0.02O,Cu98 Fe1 O50
163,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",25.0,"cubic, cubic",7.9,-94.0,,80.0,164,7.9,0.132,,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,100.0,,7.9,Cu0.96,Fe0.04O,Cu96 Fe1 O25
164,Cu98,Fe1 O50,,"['Cu0.98', 'Fe0.02O']",247.0,"cubic, cubic",12.6,-1335.0,,80.0,165,12.6,0.0193,,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,5.0,,12.6,Cu0.98,Fe0.02O,Cu98 Fe1 O50
165,Cu96,Fe1 O25,,"['Cu0.96', 'Fe0.04O']",41.0,"cubic, cubic",7.9,-1318.0,,80.0,166,7.9,0.027,,sphere,im-3m,fm-3m,Fe/CuO,Fe/CuO,5.0,,7.9,Cu0.96,Fe0.04O,Cu96 Fe1 O25
166,Fe2 O3,,,['Fe2O3'],115.005,trigonal,17.0,-131.0,0.0,40.0,167,17.0,0.015,,hexahedron,r3c,0,α-Fe2O3,α-Fe2O3,30.0,0.00027,17.0,Fe2O3,,Fe2 O3
167,Fe2 O3,,,['Fe2O3'],125.23,trigonal,17.0,-165.23,0.0,40.0,168,17.0,0.002,,hexahedron,r3c,0,α-Fe2O3,α-Fe2O3,30.0,0.00247,17.0,Fe2O3,,Fe2 O3
168,Fe2 O3,,,['Fe2O3'],250.0,trigonal,17.0,-1025.0,2.0,40.0,169,17.0,0.0038,,hexahedron,r3c,0,α-Fe2O3,α-Fe2O3,100.0,,17.0,Fe2O3,,Fe2 O3
169,Fe2 O3,,,['Fe2O3'],579.15,trigonal,17.0,-113.5,2.0,40.0,170,17.0,0.0851,,hexahedron,r3c,0,α-Fe2O3,α-Fe2O3,200.0,,17.0,Fe2O3,,Fe2 O3
170,Ni1 O1,,,['NiO'],2285.7,cubic,4.0,-900.0,8.0,80.0,171,4.0,0.4,5.8,quasi-sphere,fm-3m,0,NiO,NiO,5.0,0.0107,4.0,NiO,,Ni1 O1
171,Ni1 O1,,,['NiO'],2857.1,cubic,9.0,-2750.0,8.0,80.0,172,9.0,0.413,3.05,quasi-sphere,fm-3m,0,NiO,NiO,5.0,0.186,9.0,NiO,,Ni1 O1
172,Fe1 Bi1 O3,,,['BiFeO3'],239.34,trigonal,20.0,250.0,2.0,20.0,173,20.0,0.079,1.5745,sphere,r3c,0,BiFeO3,BiFeO3,300.0,0.079,20.0,BiFeO3,,Fe1 Bi1 O3
173,Fe1 Bi1 O3,,,['BiFeO3'],1135.5,trigonal,30.0,984.37,2.0,20.0,174,30.0,0.117,1.585,sphere,r3c,0,BiFeO3,BiFeO3,300.0,0.092,30.0,BiFeO3,,Fe1 Bi1 O3
174,Fe1 Bi1 O3,,,['BiFeO3'],1041.71,trigonal,40.0,-677.0,2.0,20.0,175,40.0,0.119,1.1835,sphere,r3c,0,BiFeO3,BiFeO3,300.0,0.047,40.0,BiFeO3,,Fe1 Bi1 O3
175,Sr3 La17 Fe20 O60,,,['La0.85Sr0.15FeO3'],2812.5,orthorhombic,18.49,-812.5,,15.0,176,18.49,17.71,30.0,sphere,pnma,0,La0.85Sr0.15FeO3,La0.85Sr0.15FeO3,,,18.49,La0.85Sr0.15FeO3,,Sr3 La17 Fe20 O60
176,Co1,Co3 O4,,"['Co', 'Co3O4']",569.343,"cubic, cubic",27.0,-124.14,1.0,20.0,177,27.0,34.375,122.0,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,12.0,27.0,Co,Co3O4,Co1 Co3 O4
177,Co1,Co3 O4,,"['Co', 'Co3O4']",583.34,"cubic, cubic",27.0,-123.24,1.0,20.0,178,27.0,32.07,116.0,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,6.25,27.0,Co,Co3O4,Co1 Co3 O4
