,c1,c2,c3,chemical_formula,coer_oe,crystal_structure,depth_nm,exc_bias_oe,fc_field_t,h_range_max_koe,id,length_d_nm,mr (emu/g),sat_em_g,shape,space_group_core,space_group_shell,structure,structure_,temperature_k,ver_shift_emu_g,width_nm,orig_c1,orig_c2,formula_combined
178,Co1,Co3 O4,,"['Co', 'Co3O4']",626.8,"cubic, cubic",27.0,-148.595,1.0,20.0,179,27.0,32.9245,105.0,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,6.031,27.0,Co,Co3O4,Co1 Co3 O4
179,Co1,Co3 O4,,"['Co', 'Co3O4']",738.96,"cubic, cubic",27.0,-183.82,1.0,20.0,180,27.0,27.919,90.42,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,5.931,27.0,Co,Co3O4,Co1 Co3 O4
180,Co1,Co3 O4,,"['Co', 'Co3O4']",724.638,"cubic, cubic",27.0,-210.53,1.0,20.0,181,27.0,15.923,56.9,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,3.5,27.0,Co,Co3O4,Co1 Co3 O4
181,Co1,Co3 O4,,"['Co', 'Co3O4']",631.58,"cubic, cubic",27.0,-147.36,1.0,20.0,182,27.0,6.5,32.0,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,0.8,27.0,Co,Co3O4,Co1 Co3 O4
182,Co1,Co3 O4,,"['Co', 'Co3O4']",222.0,"cubic, cubic",27.0,-36.6,1.0,20.0,183,27.0,0.6875,9.55,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,0.1125,27.0,Co,Co3O4,Co1 Co3 O4
183,Co1,Co3 O4,,"['Co', 'Co3O4']",194.724,"cubic, cubic",27.0,-26.442,1.0,20.0,184,27.0,0.191,4.6,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,0.032,27.0,Co,Co3O4,Co1 Co3 O4
184,Co1,Co3 O4,,"['Co', 'Co3O4']",265.0,"cubic, cubic",27.0,-21.5,1.0,20.0,185,27.0,0.051,3.0,sphere,fm-3m,fd-3m,Co/Co3O4,Co/Co3O4,5.0,0.005,27.0,Co,Co3O4,Co1 Co3 O4
185,Mn3 O4,,,['Mn3O4'],1086.0,tetragonal,30.0,-1086.0,1.0,20.0,186,30.0,,,sphere,i41/amd,0,Mn3O4,Mn3O4,10.0,2.238,30.0,Mn3O4,,Mn3 O4
186,Mn3 O4,,,['Mn3O4'],575.0,tetragonal,60.0,-575.0,1.0,20.0,187,60.0,,32.0,sphere,i41/amd,0,Mn3O4,Mn3O4,10.0,2.319,60.0,Mn3O4,,Mn3 O4
187,Mn3 O4,,,['Mn3O4'],273.0,tetragonal,90.0,-273.0,1.0,20.0,188,90.0,,,sphere,i41/amd,0,Mn3O4,Mn3O4,10.0,2.339,90.0,Mn3O4,,Mn3 O4
188,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",2900.0,"cubic, cubic",10.2,-1290.0,7.0,60.0,189,10.2,,,sphere,fd-3m,fm-3m,Fe3O4@CoO,Fe3O4@CoO,5.0,,10.2,Fe3O4,CoO,Fe3 O4 Co1 O1
189,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",7035.0,"cubic, cubic",10.2,-3430.0,7.0,60.0,190,10.2,,,sphere,fd-3m,fm-3m,Fe3O4@CoO,Fe3O4@CoO,5.0,,10.2,Fe3O4,CoO,Fe3 O4 Co1 O1
190,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",11200.0,"cubic, cubic",10.2,-4020.0,7.0,60.0,191,10.2,20.13,33.0,sphere,fd-3m,fm-3m,Fe3O4@CoO,Fe3O4@CoO,5.0,,10.2,Fe3O4,CoO,Fe3 O4 Co1 O1
191,Fe3 O4,Co1 O1,,"['Fe3O4', 'CoO']",12700.0,"cubic, cubic",10.2,-5100.0,7.0,60.0,192,10.2,37.76,59.0,sphere,fd-3m,fm-3m,Fe3O4@CoO,Fe3O4@CoO,5.0,,10.2,Fe3O4,CoO,Fe3 O4 Co1 O1
192,Co1,Co1 O1,,"['Co', 'CoO']",7619.0,"hexagonal, cubic",6.0,-3773.58,5.0,50.0,193,6.0,,,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,10.0,,6.0,Co,CoO,Co1 Co1 O1
193,Co1,Co1 O1,,"['Co', 'CoO']",6415.09,"hexagonal, cubic",6.0,-5283.0,5.0,50.0,194,6.0,,,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,10.0,,6.0,Co,CoO,Co1 Co1 O1
194,Co1,Co1 O1,,"['Co', 'CoO']",6037.7,"hexagonal, cubic",6.0,-5283.0,5.0,50.0,195,6.0,,,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,10.0,,6.0,Co,CoO,Co1 Co1 O1
195,Co1,Co1 O1,,"['Co', 'CoO']",543.7435,"hexagonal, cubic",15.0,-147.76,1.0,5.0,196,15.0,9.4,40.36,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,1.632,15.0,Co,CoO,Co1 Co1 O1
196,Co1,Co1 O1,,"['Co', 'CoO']",546.7225,"hexagonal, cubic",15.0,-14.7,1.0,5.0,197,15.0,8.1,38.0,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.13,15.0,Co,CoO,Co1 Co1 O1
197,Co1,Co1 O1,,"['Co', 'CoO']",561.497,"hexagonal, cubic",15.0,177.297,1.0,5.0,198,15.0,8.16,38.8,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,-2.0245,15.0,Co,CoO,Co1 Co1 O1
198,Co1,Co1 O1,,"['Co', 'CoO']",241.85,"hexagonal, cubic",45.0,-54.0,1.0,5.0,199,45.0,1.432,4.5,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.354,45.0,Co,CoO,Co1 Co1 O1
199,Co1,Co1 O1,,"['Co', 'CoO']",239.63,"hexagonal, cubic",45.0,-7.74,1.0,5.0,200,45.0,1.479,4.5,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,0.023,45.0,Co,CoO,Co1 Co1 O1
200,Co1,Co1 O1,,"['Co', 'CoO']",241.8286,"hexagonal, cubic",45.0,65.56,1.0,5.0,201,45.0,1.4195,4.5,sphere,P63/mmc,fm-3m,Co/CoO,Co/CoO,5.0,-0.255,45.0,Co,CoO,Co1 Co1 O1
201,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],,trigonal,9.4,,0.0,50.0,202,9.4,2.214,13.46,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,330.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
202,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],,trigonal,9.4,,0.0,50.0,203,9.4,5.4,17.17,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,300.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
203,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],,trigonal,9.4,,0.0,50.0,204,9.4,19.45,35.38,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,200.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
204,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],,trigonal,9.4,,0.0,50.0,205,9.4,33.184,56.312,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,5.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
205,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],191.28,trigonal,9.4,-1.46,0.001,,206,9.4,13.9,,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,4.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
206,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],168.829,trigonal,9.4,-12.3,0.01,,207,9.4,13.9,,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,4.0,0.0,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
207,Sr33 La67 Mn100 O300,,,['La0.67Sr0.33MnO3'],198.97,trigonal,9.4,-25.0,0.1,,208,9.4,15.658,,sphere,r3c,0,La0.67Sr0.33MnO3,La0.67Sr0.33MnO3,4.0,1.579,9.4,La0.67Sr0.33MnO3,,Sr33 La67 Mn100 O300
208,Ni1 O1,,,['NiO'],100.2,cubic,5.9,2560.0,1.0,10.0,209,5.9,0.1,,sphere,fm-3m,0,NiO,NiO,10.0,0.61,5.9,NiO,,Ni1 O1
209,Ni1 O1,,,['NiO'],77.3,cubic,11.6,2120.0,1.0,10.0,210,11.6,0.016,,sphere,fm-3m,0,NiO,NiO,10.0,0.52,11.6,NiO,,Ni1 O1
210,Ni1 O1,,,['NiO'],64.5,cubic,24.7,180.0,1.0,10.0,211,24.7,0.002,,sphere,fm-3m,0,NiO,NiO,10.0,0.08,24.7,NiO,,Ni1 O1
211,Ni1 O1,,,['NiO'],61.9,cubic,29.4,390.0,1.0,10.0,212,29.4,0.01175,,sphere,fm-3m,0,NiO,NiO,10.0,0.04,29.4,NiO,,Ni1 O1
212,Ni1 O1,,,['NiO'],55.9,cubic,34.9,190.0,1.0,10.0,213,34.9,0.012,,sphere,fm-3m,0,NiO,NiO,10.0,0.03,34.9,NiO,,Ni1 O1
213,Ni1 O1,,,['NiO'],49.8,cubic,36.8,110.0,1.0,10.0,214,36.8,0.012,,sphere,fm-3m,0,NiO,NiO,10.0,0.01,36.8,NiO,,Ni1 O1
214,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']",,cubic,17.2,-490.0,5.0,20.0,215,17.2,,,sphere,fm-3m,i41/amd,Mn3O4,Mn3O4,10.0,,17.2,MnO,Mn3O4,Mn1 O1 Mn3 O4
215,Mn1 O1,Mn3 O4,,"['MnO', 'Mn3O4']",,"cubic, cubic",25.0,-3600.0,5.0,20.0,216,25.0,,,sphere,fm-3m,i41/amd,MnO@Mn3O4,MnO@Mn3O4,10.0,,25.0,MnO,Mn3O4,Mn1 O1 Mn3 O4
216,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",249.0,"cubic, tetrahedral",9.0,5.0,1.0,3.0,217,9.0,21.27,65.32,sphere,fd-3m,p41212,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,2.0,0.0,9.0,Fe3O4,Fe2O3,Fe3 O4 Fe2 O3
217,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",247.0,"cubic, tetrahedral",9.0,5.0,1.0,3.0,218,9.0,22.22,64.54,sphere,fd-3m,p41212,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,2.0,0.0,9.0,Fe3O4,Fe2O3,Fe3 O4 Fe2 O3
218,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",234.0,"cubic, tetrahedral",11.0,-20.0,3.0,2.0,219,11.0,32.89,96.0,sphere,fd-3m,p41212,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,2.0,0.0,11.0,Fe3O4,Fe2O3,Fe3 O4 Fe2 O3
219,Fe3 O4,Fe2 O3,,"['Fe3O4', 'Fe2O3']",35.0,"cubic, tetrahedral",11.0,6.0,3.0,1.0,220,11.0,4.29,77.27,sphere,fd-3m,p41212,Fe3O4–γ-Fe2O3,Fe3O4–γ-Fe2O3,300.0,0.0,11.0,Fe3O4,Fe2O3,Fe3 O4 Fe2 O3
220,Co3 O4,,,['Co3O4'],66.6,cubic ,40.0,0.0,0.0,60.0,221,40.0,0.01026,3.5,cubic,fd-3m,0,Co3O4,Co3O4,2.0,0.0,40.0,Co3O4,,Co3 O4
221,Co3 O4,,,['Co3O4'],134.375,cubic ,35.0,-34.375,1.0,60.0,222,35.0,0.01304,3.5,cubic,fd-3m,0,Co3O4,Co3O4,2.0,0.0,35.0,Co3O4,,Co3 O4
222,Co3 O4,,,['Co3O4'],127.0,cubic ,35.0,40.0,1.0,60.0,223,35.0,0.0217,3.5,cubic,fd-3m,0,Co3O4,Co3O4,2.0,0.0,35.0,Co3O4,,Co3 O4
223,La1 Fe1 O3,,,['LaFeO3'],290.0,orthorhombic,24.87,-100.0,0.0,20.0,224,24.87,0.01331,0.22718,sphere,pnma,0,LaFeO3,LaFeO3,300.0,0.004375,24.87,LaFeO3,,La1 Fe1 O3
224,Ni1 O1,,,['NiO'],3769.0,cubic,22.2,0.0,7.0,80.0,225,22.2,0.63,5.32,sphere,fm-3m,0,NiO,NiO,2.0,0.0,22.2,NiO,,Ni1 O1
225,Fe1 Ni99 O100,,,['Ni0.99Fe0.01O'],1922.0,cubic,19.7,,7.0,80.0,226,19.7,0.09,,polyhedral,fd-3m,0,Ni0.99Fe0.01O,Ni0.99Fe0.01O,2.0,,19.7,Ni0.99Fe0.01O,,Fe1 Ni99 O100
226,Fe1 Ni49 O50,,,['Ni0.98Fe0.02O'],2110.0,cubic,18.6,454.54,7.0,80.0,227,18.6,0.09,1.368,polyhedral,fd-3m,0,Ni0.98Fe0.02O,Ni0.98Fe0.02O,2.0,0.0,18.6,Ni0.98Fe0.02O,,Fe1 Ni49 O50
227,Fe1 Ni24 O25,,,['Ni0.96Fe0.04O'],4354.1,cubic,15.2,0.0,7.0,70.0,228,15.2,0.53,3.5,polyhedral,fd-3m,0,Ni0.96Fe0.04O,Ni0.96Fe0.04O,2.0,0.0,15.2,Ni0.96Fe0.04O,,Fe1 Ni24 O25
228,Fe3 Ni97 O100,,,['Ni0.97Fe0.03O'],1657.0,cubic,12.2,-1879.0,7.0,80.0,229,12.2,0.02,0.4,polyhedral,fd-3m,0,Ni0.97Fe0.03O,Ni0.97Fe0.03O,2.0,0.062,12.2,Ni0.97Fe0.03O,,Fe3 Ni97 O100
229,Co1,Co1 O1,,"['Co', 'CoO']",1333.0,"hexagonal, cubic",16.0,-631.7,5.0,40.0,230,16.0,15.3,100.6,sphere,p-3m1,fm-3m,Co/CoO,Co/CoO,5.0,4.68,16.0,Co,CoO,Co1 Co1 O1
230,Co1,Co1 O1,,"['Co', 'CoO']",523.8,"hexagonal, cubic",200.0,-456.2,5.0,40.0,231,200.0,4.68,76.1,sphere,p-3m1,fm-3m,Co/CoO,Co/CoO,5.0,2.7,200.0,Co,CoO,Co1 Co1 O1
231,Co1,Co1 O1,,"['Co', 'CoO']",523.8,"hexagonal, cubic",300.0,47.6,5.0,40.0,232,300.0,4.68,74.6,octahedral,p-3m1,fm-3m,Co/CoO,Co/CoO,5.0,-0.85,300.0,Co,CoO,Co1 Co1 O1
232,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],7.1935,orthorhombic,0.0,0.0,0.0,25.0,233,93.1,0.0001,0.31209,rod,pnma,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,300.0,0.0,39.5,Ag0.5Cr2.5O4,,Cr5 Ag1 O8
233,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],663.75,orthorhombic,0.0,0.0,2.0,25.0,234,93.1,0.148,0.56532,rod,pnma,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,200.0,-0.1875,39.5,Ag0.5Cr2.5O4,,Cr5 Ag1 O8
234,Cr5 Ag1 O8,,,['Ag0.5Cr2.5O4'],1507.0,orthorhombic,0.0,-2173.9,2.0,25.0,235,93.1,0.174,0.78491,rod,pnma,0,Ag0.5Cr2.5O4,Ag0.5Cr2.5O4,100.0,-0.125,39.5,Ag0.5Cr2.5O4,,Cr5 Ag1 O8
235,Cr1 Ag1 O2,,,['AgCrO2'],32.093,trigonal,0.0,0.0,0.0,25.0,236,120.9,0.0003,0.18978,rod,r3m,0,AgCrO2,AgCrO2,300.0,0.0,58.75,AgCrO2,,Cr1 Ag1 O2
236,Cr1 Ag1 O2,,,['AgCrO2'],0.0,trigonal,0.0,0.0,2.0,25.0,237,120.9,0.006,0.31956,rod,r3m,0,AgCrO2,AgCrO2,200.0,-0.125,58.75,AgCrO2,,Cr1 Ag1 O2
237,Cr1 Ag1 O2,,,['AgCrO2'],3032.9,trigonal,0.0,0.0,2.0,25.0,238,120.9,0.012,0.15146,rod,r3m,0,AgCrO2,AgCrO2,100.0,-0.0479,58.75,AgCrO2,,Cr1 Ag1 O2
238,Fe2 Co1 O4,,,['CoFe2O4'],860.0,cubic,37.0,0.0,0.0,60.0,239,37.0,39.3,77.6,sphere,fd-3m,0,CoFe2O4,CoFe2O4,300.0,0.0,37.0,CoFe2O4,,Fe2 Co1 O4
239,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",620.0,"cubic, cubic",27.0,0.0,0.0,60.0,240,27.0,22.0,76.0,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,300.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
240,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",2400.0,"cubic, cubic",27.0,0.0,7.0,15.0,241,27.0,56.4,88.8,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,5.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
241,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",4300.0,"cubic, cubic",27.0,-280.0,7.0,15.0,242,27.0,48.0,83.2,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,5.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
242,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",4290.0,"cubic, cubic",27.0,-300.0,3.0,50.0,243,27.0,45.5,80.7,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,5.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
243,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",4240.0,"cubic, cubic",27.0,-300.0,5.0,50.0,244,27.0,45.4,81.0,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,5.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
244,Fe2 Co1 O4,Co1 O1,,"['CoFe2O4', 'CoO']",4240.0,"cubic, cubic",27.0,-280.0,7.0,50.0,245,27.0,45.4,83.8,,fd-3m,fm-3m,CoFe2O4/CoO,CoFe2O4/CoO,5.0,0.0,27.0,CoFe2O4,CoO,Fe2 Co1 O4 Co1 O1
245,Ni1 O1,,,['NiO'],769.23,cubic,16.6,45.0,2.0,1.0,246,16.6,0.0283,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,-0.001023,16.6,NiO,,Ni1 O1
246,Ni1 O1,,,['NiO'],861.53,cubic,16.6,-48.0,2.0,1.0,247,16.6,0.0316,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,0.00186,16.6,NiO,,Ni1 O1
247,Ni1 O1,,,['NiO'],193.0,cubic,19.5,24.0,2.0,0.3,248,19.5,0.0111,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,-0.00111,19.5,NiO,,Ni1 O1
248,Ni1 O1,,,['NiO'],190.0,cubic,19.5,-21.0,2.0,0.3,249,19.5,0.010925,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,0.0010185,19.5,NiO,,Ni1 O1
249,Ni1 O1,,,['NiO'],75.47,cubic,29.0,10.0,2.0,0.2,250,29.0,0.0011625,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,-0.0001875,29.0,NiO,,Ni1 O1
250,Ni1 O1,,,['NiO'],71.7,cubic,29.0,-14.0,2.0,0.2,251,29.0,0.00111,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,0.0003111,29.0,NiO,,Ni1 O1
251,Ni1 O1,,,['NiO'],3.8,cubic,31.0,-1.5,2.0,0.2,252,31.0,7.775e-06,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,,31.0,NiO,,Ni1 O1
252,Ni1 O1,,,['NiO'],3.8,cubic,31.0,-12.0,2.0,0.2,253,31.0,5.655e-06,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,,31.0,NiO,,Ni1 O1
253,Ni1 O1,,,['NiO'],24528.0,cubic,54.0,-3.0,2.0,0.2,254,54.0,0.00125,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,-0.000208,54.0,NiO,,Ni1 O1
254,Ni1 O1,,,['NiO'],16981.0,cubic,54.0,3.0,2.0,0.2,255,54.0,9e-05,,pseudo-spherical,fm-3m,0,NiO,NiO,25.0,0.0,54.0,NiO,,Ni1 O1
255,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",7412.0,"cubic, cubic",14.8,-168.0,0.005,25.0,256,14.8,19.8,24.6,pseudospherically,fd-3m,fd-3m,CoO/NiFe2O4,CoO/NiFe2O4,5.0,0.0,14.8,CoO,NiFe2O4,Co1 O1 Fe2 Ni1 O4
256,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",6052.0,"cubic, cubic",18.1,-520.0,0.005,25.0,257,18.1,9.1,10.4,pseudospherically,fd-3m,fd-3m,CoO/NiFe2O4,CoO/NiFe2O4,5.0,0.0,18.1,CoO,NiFe2O4,Co1 O1 Fe2 Ni1 O4
257,Co1 O1,Fe2 Ni1 O4,,"['CoO', 'NiFe2O4']",9624.0,"cubic, cubic",12.5,-632.0,0.005,25.0,258,12.5,7.9,8.3,pseudospherically,fd-3m,fd-3m,CoO/NiFe2O4,CoO/NiFe2O4,5.0,0.0,12.5,CoO,NiFe2O4,Co1 O1 Fe2 Ni1 O4
258,Ni1 O1,,,['NiO'],0.27,cubic,2.0,0.0,0.0,80.0,259,2.0,1.8,53.0,sphere,fm-3m,0,NiO,NiO,2.0,0.0,2.0,NiO,,Ni1 O1
259,Ni1 O1,,,['NiO'],275.86,cubic,2.0,0.0,0.0,80.0,260,2.0,1.35,50.86,sphere,fm-3m,0,NiO,NiO,5.0,0.0,2.0,NiO,,Ni1 O1
260,Ni1 O1,,,['NiO'],275.86,cubic,2.0,0.0,0.0,80.0,261,2.0,1.35,66.0,sphere,fm-3m,0,NiO,NiO,5.0,0.0,2.0,NiO,,Ni1 O1
261,Ni1 O1,,,['NiO'],2.04,cubic,4.0,0.0,0.0,80.0,262,4.0,0.3,5.88,sphere,fm-3m,0,NiO,NiO,2.0,0.0,4.0,NiO,,Ni1 O1
262,Ni1 O1,,,['NiO'],0.68,cubic,4.0,0.0,0.0,80.0,263,4.0,0.09,5.68,sphere,fm-3m,0,NiO,NiO,20.0,0.0,4.0,NiO,,Ni1 O1
263,Ni1 O1,,,['NiO'],2482.75,cubic,4.0,-827.586,8.0,80.0,264,4.0,0.295,5.74,sphere,fm-3m,0,NiO,NiO,5.0,0.11,4.0,NiO,,Ni1 O1
264,Ni1 O1,,,['NiO'],2344.83,cubic,4.0,0.0,8.0,80.0,265,4.0,0.341,5.67,sphere,fm-3m,0,NiO,NiO,5.0,0.0,4.0,NiO,,Ni1 O1
265,Ni1 O1,,,['NiO'],2711.86,cubic,6.0,-1355.93,8.0,80.0,266,6.0,0.2,4.6,sphere,fm-3m,0,NiO,NiO,5.0,0.104,6.0,NiO,,Ni1 O1
266,Ni1 O1,,,['NiO'],2305.0,cubic,6.0,0.0,8.0,80.0,267,6.0,0.16,4.53,sphere,fm-3m,0,NiO,NiO,5.0,0.0,6.0,NiO,,Ni1 O1
267,Ni1 O1,,,['NiO'],3172.4,cubic,7.0,2068.9,8.0,80.0,268,7.0,0.208,4.05,sphere,fm-3m,0,NiO,NiO,5.0,0.1171875,7.0,NiO,,Ni1 O1
268,Ni1 O1,,,['NiO'],1724.13,cubic,7.0,0.0,8.0,80.0,269,7.0,0.143,3.82,sphere,fm-3m,0,NiO,NiO,5.0,0.0,7.0,NiO,,Ni1 O1
269,Ni1 O1,,,['NiO'],1.13,cubic,9.0,0.0,0.0,80.0,270,9.0,0.12,2.94,sphere,fm-3m,0,NiO,NiO,2.0,0.0,9.0,NiO,,Ni1 O1
270,Ni1 O1,,,['NiO'],0.8,cubic,9.0,0.0,0.0,80.0,271,9.0,0.07,2.53,sphere,fm-3m,0,NiO,NiO,20.0,0.0,9.0,NiO,,Ni1 O1
271,Ni1 O1,,,['NiO'],0.11,cubic,9.0,0.0,0.0,80.0,272,9.0,0.01,1.469,sphere,fm-3m,0,NiO,NiO,140.0,0.0,9.0,NiO,,Ni1 O1
272,Ni1 O1,,,['NiO'],2847.4576,cubic,9.0,2847.4576,8.0,80.0,273,9.0,0.2089552,3.234,sphere,fm-3m,0,NiO,NiO,5.0,0.2089552,9.0,NiO,,Ni1 O1
273,Ni1 O1,,,['NiO'],1491.52,cubic,9.0,0.0,8.0,80.0,274,9.0,0.1432,3.09,sphere,fm-3m,0,NiO,NiO,5.0,0.0,9.0,NiO,,Ni1 O1
