,id,c1,c2,c3,formula_combined,chemical_formula,x,y,z,sphericity,shape,area/volume,max/min,space_group_core,space_group_shell,crystal_structure,coer_oe,sat_em_g,mr (emu/g),exc_bias_oe,ver_shift_emu_g,temperature_k,fc_field_t,h_range_max_koe,mass_ratio,exc_dir,ver_s_dir,common_spin,Effective anisotropy constant (J/m3),magnetic anisotropy constant (J/m3),magnetocrystalline anisotropy constant (J/m3),Anisotropy constant,Crystalline,MAE,Curie temperature (K),exchange constant (J/m) *10^-12,Electronegativity core,Demagnetization factors (Nd),interdomain coupling (alpha),mass_magnetic_susceptibility(emu/Oe*g)
533,1,AuFe2O3,,,,,14,14,14,1,,0.429,1,167,0,,3.564,28,19.253,,,,,,,,,0.917,6000,34000,11000,34000,,140000,948,0.1,2.753,0.333,0.5,0
534,2,Co0.03Fe0.97Fe2O4,,,,,7.1,7.1,7.1,1,,0.423,1,227,0,,0,20,0,,,,,,,,,1,11000,128,47750,1500,,140000,632.75,0.257,2.75,0.333,0.5,0
535,3,Co0.05Fe0.95Fe2O4,,,,,6.9,6.9,6.9,1,,0.435,1,227,0,,0,20,0,,,,,,,,,1,11000,128,47750,2000,,140000,632.75,0.257,2.75,0.333,0.5,0
536,4,Co0.1Fe0.9Fe2O4,,,,,17,17,17,1,,0.353,1,227,0,,143,73.5,10.8,,,,,,,,,1,9625,167276,11000,82000,,772500,810,0.105,2.751,0.333,0.5,0.004
537,5,Co0.1Fe0.9Fe2O4,,,,,17,17,17,1,,0.353,1,227,0,,9.1,86.2,69,,,,,,,,,1,230100,104,1613500,82000,,612500,682.25,0.132,2.751,0.333,4.714,0
538,6,Co0.1Fe0.9Fe2O4,,,,,6,6,6,1,,0.5,1,227,0,,7.4,82,65,,,,,,,,,1,200000,55828,580000,82000,,772500,550.5,0.533,2.751,0.333,9.1,0.004
539,7,Co0.1Fe0.9Fe2O4,,,,,6,6,6,1,,0.5,1,227,0,,7.4,82,65,,,,,,,,,1,200000,55828,580000,82000,,772500,550.5,0.533,2.751,0.333,9.1,0.004
540,8,Co0.1Fe0.9Fe2O4,,,,,6,6,6,1,,0.5,1,227,0,,7.4,82,65,,,,,,,,,1,200000,55828,580000,82000,,772500,550.5,0.533,2.751,0.333,9.1,0.004
541,9,Co0.1Fe0.9Fe2O4,,,,,7.1,7.1,7.1,1,,0.423,1,227,0,,0,20,0,,,,,,,,,1,11000,104,11000,82000,,140000,635,0.257,2.751,0.333,0.5,0
542,10,Co0.24Mn0.15Fe0.61Fe2O4,,,,,19,19,19,1,,0.158,1,141,0,,0,93,0,,,,,,,,,1.011,280000,10.6,200000,280000,,2030000,520,0.17,2.746,0.333,0.156,0.001
543,11,Co0.3Fe0.7Fe2O4,,,,,19,19,19,1,,0.316,1,227,0,,94.12,63.97,8.107,,,,,,,,,1,38225,104,5000,119000,,140000,800,0.257,2.752,0.333,0.5,0
544,12,Co0.3Fe0.7Fe2O4,,,,,19,19,19,1,,0.316,1,227,0,,94.12,63.97,6.107,,,,,,,,,1,38225,104,5000,119000,,140000,800,0.257,2.752,0.333,0.5,0
545,13,Co0.3Fe0.7Fe2O4,,,,,9,9,9,1,,0.333,1,227,0,,10.597,84,70,,,,,,,,,1,200000,177250,820000,119000,,1717500,550.5,0.282,2.752,0.333,9.1,0.004
546,14,Co0.3Fe0.7Fe2O4,,,,,9,9,9,1,,0.333,1,227,0,,10.597,84,70,,,,,,,,,1,200000,177250,820000,119000,,1717500,550.5,0.282,2.752,0.333,9.1,0.004
547,15,Co0.3Fe0.7Fe2O4,,,,,9,9,9,1,,0.333,1,227,0,,10.597,84,70,,,,,,,,,1,200000,177250,1700000,119000,,1717500,550.5,0.282,2.752,0.333,9.1,0.004
548,16,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,13.58,73.75,49.2,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.158,2.754,0.333,9.1,0.015
549,17,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,40,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.152,2.754,0.333,9.1,0.015
550,18,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
551,19,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
552,20,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
553,21,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
554,22,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
555,23,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
556,24,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
557,25,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
558,26,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
559,27,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,223000,5280000,275000,,2670000,534,0.17,2.754,0.333,9.1,0.015
560,28,Co0.5Fe0.5Fe2O4,,,,,20,20,20,1,,0.3,1,227,0,,2.545,60,30,,,,,,,,,1,320400,111528.65,5280000,275000,,1717500,534,0.158,2.754,0.333,6.864,0.004
561,29,Co0.5Fe0.5Fe2O4,,,,,12,12,12,1,,0.25,1,227,0,,15.701,77,67,,,,,,,,,1,200000,177250,1700000,275000,,2190000,534,0.17,2.754,0.333,9.1,0.004
562,30,Co0.5Fe0.5Fe2O4,,,,,12,12,12,1,,0.25,1,227,0,,15.701,77,67,,,,,,,,,1,200000,177250,1700000,25000,,772500,595.25,0.533,2.754,0.333,9.1,0.004
563,31,Co0.5Fe0.5Fe2O4,,,,,12,12,12,1,,0.25,1,227,0,,15.701,77,67,,,,,,,,,1,200000,177250,1700000,25000,,772500,595.25,0.533,2.754,0.333,9.1,0.004
564,32,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,7.36,60,40,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
565,33,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
566,34,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
567,35,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
568,36,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
569,37,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
570,38,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,49,15,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
571,39,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,49,15,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
572,40,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,49,15,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
573,41,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,49,15,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
574,42,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,49,15,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
575,43,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,53,20,,,,,,,,,1,35475,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
576,44,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,53,20,,,,,,,,,1,35475,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
577,45,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,53,20,,,,,,,,,1,35475,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
578,46,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,53,20,,,,,,,,,1,35475,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
579,47,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,48,15.4,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
580,48,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,48,15.4,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
581,49,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,48,15.4,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
582,50,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,48,15.4,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
583,51,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,300,48,15.4,,,,,,,,,1,29600,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
584,52,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,400,70,20,,,,,,,,,1,38225,223000,5280000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
585,53,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
586,54,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
587,55,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
588,56,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
589,57,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
590,58,Co0.7Fe0.3Fe2O4,,,,,27,27,27,1,,0.222,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,192500,4385000,294000,,2670000,534,-5.15,2.755,0.333,9.1,0.015
591,59,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,11,56,40,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.098,2.755,0.333,9.1,0.015
592,60,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,5,61,42,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.098,2.755,0.333,9.1,0.015
593,61,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,8,70,40,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.098,2.755,0.333,9.1,0.015
594,62,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,400,53,20,,,,,,,,,1,29975,223000,5280000,294000,,2670000,534,-2.08,2.755,0.333,9.1,0.015
595,63,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,8,60,40,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.098,2.755,0.333,9.1,0.015
596,64,Co0.7Fe0.3Fe2O4,,,,,22,22,22,1,,0.273,1,227,0,,10.86,63.25,43.067,,,,,,,,,1,290300,223000,4385000,294000,,2670000,534,-5.098,2.755,0.333,9.1,0.015
597,65,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,81.11,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
598,66,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,81.11,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
599,67,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,81.11,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
600,68,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,81.11,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
601,69,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,81.11,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
602,70,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,76.9,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
603,71,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,76.9,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
604,72,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,76.9,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
605,73,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,76.9,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
606,74,CoFe2O4,,,,,12,12,12,1,,0.25,1,141,0,,0,76.9,0,,,,,,,,,1,280000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
607,75,CoFe2O4,,,,,11,11,11,1,,0.273,1,227,0,,64.3,49.18,7.6,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
608,76,CoFe2O4,,,,,11,11,11,1,,0.273,1,227,0,,64.3,49.18,7.6,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
609,77,CoFe2O4,,,,,11,11,11,1,,0.273,1,227,0,,64.3,49.18,7.6,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
610,78,CoFe2O4,,,,,7.7,7.7,7.7,1,,0.39,1,227,0,,55.6,61.51,9.25,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
611,79,CoFe2O4,,,,,7.7,7.7,7.7,1,,0.39,1,227,0,,55.6,61.51,9.25,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
612,80,CoFe2O4,,,,,7.7,7.7,7.7,1,,0.39,1,227,0,,55.6,61.51,9.25,,,,,,,,,1,16000,10.6,14000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
613,81,CoFe2O4,,,,,11.96,11.96,11.96,1,,0.251,1,227,0,,20,55.4,6.2,,,,,,,,,1,200000,10.6,1200,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
614,82,CoFe2O4,,,,,11.96,11.96,11.96,1,,0.251,1,227,0,,20,55.4,6.2,,,,,,,,,1,200000,10.6,1200,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
615,83,CoFe2O4,,,,,11.96,11.96,11.96,1,,0.251,1,227,0,,20,55.4,6.2,,,,,,,,,1,200000,10.6,1200,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
616,84,CoFe2O4,,,,,11.96,11.96,11.96,1,,0.251,1,227,0,,20,55.4,6.2,,,,,,,,,1,200000,10.6,1200,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
617,85,CoFe2O4,,,,,11.96,11.96,11.96,1,,0.251,1,227,0,,20,55.4,6.2,,,,,,,,,1,200000,10.6,1200,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
618,86,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
619,87,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
620,88,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
621,89,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
622,90,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
623,91,CoFe2O4,,,,,10,10,10,1,,0.3,1,227,0,,0.8,76,43,,,,,,,,,1,296000,10.6,200000,280000,,2030000,520,0.17,2.757,0.333,0.156,0.001
624,92,CoFe2O4,,,,,4,4,4,1,,0.75,1,227,0,,123.8,48.01,0.72,,,,,,,,,1,16000,10.6,200000,280000,,1200000,520,0.17,2.757,0.333,0.156,0.001
625,93,CoFe2O4,,,,,4,4,4,1,,0.75,1,227,0,,123.8,48.01,0.72,,,,,,,,,1,16000,10.6,200000,280000,,1200000,520,0.17,2.757,0.333,0.156,0.001
626,94,CoFe2O4,,,,,4,4,4,1,,0.75,1,227,0,,123.8,48.01,0.72,,,,,,,,,1,16000,10.6,200000,280000,,1200000,520,0.17,2.757,0.333,0.156,0.001
627,95,CoFe2O4,,,,,7.7,7.7,7.7,1,,0.39,1,227,0,,0,92,0,,,,,,,,,1,16000,10.6,14000,280000,,2030000,789,0.17,2.757,0.333,0.156,0.001
628,96,CoFe2O4,,,,,15,15,15,1,,0.4,1,227,0,,10,47.9,40,,,,,,,,,1,52750,33.95,14000,280000,,2030000,803,0.17,2.757,0.333,0.156,0.001
629,97,CoFe2O4,,,,,9.2,9.2,9.2,1,,0.652,1,227,0,,3.564,32,19.253,,,,,,,,,1,92000,10.6,1200,200000,,2030000,793,0.17,2.757,0.333,0.156,0.001
630,98,CoFe2O4,,,,,9.2,9.2,9.2,1,,0.652,1,227,0,,3.564,32,19.253,,,,,,,,,1,92000,10.6,1200,200000,,2030000,793,0.17,2.757,0.333,0.156,0.001
631,99,CoFe2O4,,,,,4.1,4.1,4.1,0.995,,1.463,1,227,0,,1450,71.7,32.8,,,,,,,,,2.333,60000,10.6,210000,11000,,1200000,795,0.17,2.757,0.333,0.156,0.001
632,100,CoFe2O4,,,,,13.8,13.8,13.8,1,,0.435,1,227,0,,1450,71.7,32.8,,,,,,,,,2.333,60000,10.6,210000,11000,,2030000,795,0.17,2.757,0.333,0.156,0.001
633,101,CoFe2O4,,,,,4.1,4.1,4.1,0.995,,1.463,1,227,0,,1450,71.7,32.8,,,,,,,,,2.333,60000,10.6,210000,11000,,1200000,795,0.17,2.757,0.333,0.156,0.001
634,102,CoFe2O4,,,,,13.8,13.8,13.8,1,,0.435,1,227,0,,631.5,23.1,8.4,,,,,,,,,2.333,60000,10.6,210000,11000,,2030000,795,0.17,2.757,0.333,0.156,0.001
635,103,CoFe2O4,,,,,24.5,24.5,24.5,1,,0.245,1,227,0,,748.72,127.6,38.8,,,,,,,,,2.333,60000,10.6,210000,11000,,2030000,795,0.17,2.757,0.333,0.156,0.001
